sku,product_name,category,fabric,color,size,price_inr,special_offer,product_details
VAS-WOM-142,Anarkali Pure Cotton Kurti Set with Pant & Dupatta in Pastel Pink,Women Festive - Kurti Set,100% Breathable Cotton,Pastel Pink,"S, M, L, XL, XXL, 3XL","2,525",Buy 2 Get 10% Extra Discount,"Fabric: 100% Breathable Cotton | Color: Pastel Pink | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 2,525 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-143,Anarkali Pure Cotton Kurti Set with Pant & Dupatta in Emerald Green,Women Festive - Kurti Set,100% Breathable Cotton,Emerald Green,Custom Tailored Available,"1,896",Buy 2 Get 10% Extra Discount,"Fabric: 100% Breathable Cotton | Color: Emerald Green | Available Sizes: Custom Tailored Available | Price: INR 1,896 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-144,Anarkali Pure Cotton Kurti Set with Pant & Dupatta in Royal Blue,Women Festive - Kurti Set,100% Breathable Cotton,Royal Blue,"M, L, XL, XXL","3,619",Buy 2 Get 10% Extra Discount,"Fabric: 100% Breathable Cotton | Color: Royal Blue | Available Sizes: M, L, XL, XXL | Price: INR 3,619 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-145,Anarkali Pure Cotton Kurti Set with Pant & Dupatta in Mustard Yellow,Women Festive - Kurti Set,100% Breathable Cotton,Mustard Yellow,Custom Tailored Available,"3,928",Buy 2 Get 10% Extra Discount,"Fabric: 100% Breathable Cotton | Color: Mustard Yellow | Available Sizes: Custom Tailored Available | Price: INR 3,928 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-146,Anarkali Pure Cotton Kurti Set with Pant & Dupatta in Ivory White,Women Festive - Kurti Set,100% Breathable Cotton,Ivory White,"XS, S, M, L, XL","2,050",Buy 2 Get 10% Extra Discount,"Fabric: 100% Breathable Cotton | Color: Ivory White | Available Sizes: XS, S, M, L, XL | Price: INR 2,050 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-147,Anarkali Pure Cotton Kurti Set with Pant & Dupatta in Wine Burgundy,Women Festive - Kurti Set,100% Breathable Cotton,Wine Burgundy,"M, L, XL, XXL","3,906",Buy 2 Get 10% Extra Discount,"Fabric: 100% Breathable Cotton | Color: Wine Burgundy | Available Sizes: M, L, XL, XXL | Price: INR 3,906 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-148,Anarkali Pure Cotton Kurti Set with Pant & Dupatta in Teal Green,Women Festive - Kurti Set,100% Breathable Cotton,Teal Green,Free Size (Semi-Stitched),"2,708",Buy 2 Get 10% Extra Discount,"Fabric: 100% Breathable Cotton | Color: Teal Green | Available Sizes: Free Size (Semi-Stitched) | Price: INR 2,708 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-149,Anarkali Pure Cotton Kurti Set with Pant & Dupatta in Gold Metallic,Women Festive - Kurti Set,100% Breathable Cotton,Gold Metallic,"M, L, XL, XXL","1,783",Buy 2 Get 10% Extra Discount,"Fabric: 100% Breathable Cotton | Color: Gold Metallic | Available Sizes: M, L, XL, XXL | Price: INR 1,783 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-150,Anarkali Pure Cotton Kurti Set with Pant & Dupatta in Navy Blue,Women Festive - Kurti Set,100% Breathable Cotton,Navy Blue,Custom Tailored Available,"2,934",Buy 2 Get 10% Extra Discount,"Fabric: 100% Breathable Cotton | Color: Navy Blue | Available Sizes: Custom Tailored Available | Price: INR 2,934 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-151,Straight Cut Rayon Daily Kurti in Maroon,Women Daily - Kurti,Premium Rayon,Maroon,Free Size (Semi-Stitched),"1,337",Buy 2 Get 10% Extra Discount,"Fabric: Premium Rayon | Color: Maroon | Available Sizes: Free Size (Semi-Stitched) | Price: INR 1,337 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-152,Straight Cut Rayon Daily Kurti in Pastel Pink,Women Daily - Kurti,Premium Rayon,Pastel Pink,Custom Tailored Available,774,Buy 2 Get 10% Extra Discount,Fabric: Premium Rayon | Color: Pastel Pink | Available Sizes: Custom Tailored Available | Price: INR 774 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days
VAS-WOM-153,Straight Cut Rayon Daily Kurti in Emerald Green,Women Daily - Kurti,Premium Rayon,Emerald Green,"M, L, XL, XXL","1,272",Buy 2 Get 10% Extra Discount,"Fabric: Premium Rayon | Color: Emerald Green | Available Sizes: M, L, XL, XXL | Price: INR 1,272 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-154,Straight Cut Rayon Daily Kurti in Royal Blue,Women Daily - Kurti,Premium Rayon,Royal Blue,"S, M, L, XL, XXL, 3XL",631,Buy 2 Get 10% Extra Discount,"Fabric: Premium Rayon | Color: Royal Blue | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 631 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-155,Straight Cut Rayon Daily Kurti in Mustard Yellow,Women Daily - Kurti,Premium Rayon,Mustard Yellow,"XS, S, M, L, XL","1,335",Buy 2 Get 10% Extra Discount,"Fabric: Premium Rayon | Color: Mustard Yellow | Available Sizes: XS, S, M, L, XL | Price: INR 1,335 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-156,Straight Cut Rayon Daily Kurti in Ivory White,Women Daily - Kurti,Premium Rayon,Ivory White,Custom Tailored Available,"1,288",Buy 2 Get 10% Extra Discount,"Fabric: Premium Rayon | Color: Ivory White | Available Sizes: Custom Tailored Available | Price: INR 1,288 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-157,Straight Cut Rayon Daily Kurti in Wine Burgundy,Women Daily - Kurti,Premium Rayon,Wine Burgundy,Custom Tailored Available,"1,430",Buy 2 Get 10% Extra Discount,"Fabric: Premium Rayon | Color: Wine Burgundy | Available Sizes: Custom Tailored Available | Price: INR 1,430 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-158,Straight Cut Rayon Daily Kurti in Teal Green,Women Daily - Kurti,Premium Rayon,Teal Green,"S, M, L, XL, XXL, 3XL",604,Buy 2 Get 10% Extra Discount,"Fabric: Premium Rayon | Color: Teal Green | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 604 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-159,Straight Cut Rayon Daily Kurti in Gold Metallic,Women Daily - Kurti,Premium Rayon,Gold Metallic,"M, L, XL, XXL","1,414",Buy 2 Get 10% Extra Discount,"Fabric: Premium Rayon | Color: Gold Metallic | Available Sizes: M, L, XL, XXL | Price: INR 1,414 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-160,Straight Cut Rayon Daily Kurti in Navy Blue,Women Daily - Kurti,Premium Rayon,Navy Blue,"S, M, L, XL, XXL, 3XL","1,100",Buy 2 Get 10% Extra Discount,"Fabric: Premium Rayon | Color: Navy Blue | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 1,100 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-161,Embroidered Silk Kurta with Organza Dupatta in Maroon,Women Festive - Kurti Set,Chanderi Silk,Maroon,"XS, S, M, L, XL","3,961",Free Express Shipping Across India,"Fabric: Chanderi Silk | Color: Maroon | Available Sizes: XS, S, M, L, XL | Price: INR 3,961 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-WOM-162,Embroidered Silk Kurta with Organza Dupatta in Pastel Pink,Women Festive - Kurti Set,Chanderi Silk,Pastel Pink,"XS, S, M, L, XL","5,068",Free Express Shipping Across India,"Fabric: Chanderi Silk | Color: Pastel Pink | Available Sizes: XS, S, M, L, XL | Price: INR 5,068 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-WOM-163,Embroidered Silk Kurta with Organza Dupatta in Emerald Green,Women Festive - Kurti Set,Chanderi Silk,Emerald Green,"XS, S, M, L, XL","6,215",Free Express Shipping Across India,"Fabric: Chanderi Silk | Color: Emerald Green | Available Sizes: XS, S, M, L, XL | Price: INR 6,215 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-WOM-164,Embroidered Silk Kurta with Organza Dupatta in Royal Blue,Women Festive - Kurti Set,Chanderi Silk,Royal Blue,"M, L, XL, XXL","4,327",Free Express Shipping Across India,"Fabric: Chanderi Silk | Color: Royal Blue | Available Sizes: M, L, XL, XXL | Price: INR 4,327 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-WOM-165,Embroidered Silk Kurta with Organza Dupatta in Mustard Yellow,Women Festive - Kurti Set,Chanderi Silk,Mustard Yellow,"S, M, L, XL, XXL, 3XL","4,181",Free Express Shipping Across India,"Fabric: Chanderi Silk | Color: Mustard Yellow | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 4,181 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-WOM-166,Embroidered Silk Kurta with Organza Dupatta in Ivory White,Women Festive - Kurti Set,Chanderi Silk,Ivory White,"XS, S, M, L, XL","3,613",Free Express Shipping Across India,"Fabric: Chanderi Silk | Color: Ivory White | Available Sizes: XS, S, M, L, XL | Price: INR 3,613 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-WOM-167,Embroidered Silk Kurta with Organza Dupatta in Wine Burgundy,Women Festive - Kurti Set,Chanderi Silk,Wine Burgundy,Free Size (Semi-Stitched),"3,050",Free Express Shipping Across India,"Fabric: Chanderi Silk | Color: Wine Burgundy | Available Sizes: Free Size (Semi-Stitched) | Price: INR 3,050 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-WOM-168,Embroidered Silk Kurta with Organza Dupatta in Teal Green,Women Festive - Kurti Set,Chanderi Silk,Teal Green,Free Size (Semi-Stitched),"6,760",Free Express Shipping Across India,"Fabric: Chanderi Silk | Color: Teal Green | Available Sizes: Free Size (Semi-Stitched) | Price: INR 6,760 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-WOM-169,Embroidered Silk Kurta with Organza Dupatta in Gold Metallic,Women Festive - Kurti Set,Chanderi Silk,Gold Metallic,"M, L, XL, XXL","6,436",Free Express Shipping Across India,"Fabric: Chanderi Silk | Color: Gold Metallic | Available Sizes: M, L, XL, XXL | Price: INR 6,436 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-WOM-170,Embroidered Silk Kurta with Organza Dupatta in Navy Blue,Women Festive - Kurti Set,Chanderi Silk,Navy Blue,Custom Tailored Available,"6,719",Free Express Shipping Across India,"Fabric: Chanderi Silk | Color: Navy Blue | Available Sizes: Custom Tailored Available | Price: INR 6,719 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-WOM-171,A-Line Chiffon Party Kurti in Maroon,Women Party - Kurti,Chiffon,Maroon,Custom Tailored Available,"1,850",Buy 2 Get 10% Extra Discount,"Fabric: Chiffon | Color: Maroon | Available Sizes: Custom Tailored Available | Price: INR 1,850 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-172,A-Line Chiffon Party Kurti in Pastel Pink,Women Party - Kurti,Chiffon,Pastel Pink,"XS, S, M, L, XL","1,806",Buy 2 Get 10% Extra Discount,"Fabric: Chiffon | Color: Pastel Pink | Available Sizes: XS, S, M, L, XL | Price: INR 1,806 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-173,A-Line Chiffon Party Kurti in Emerald Green,Women Party - Kurti,Chiffon,Emerald Green,"XS, S, M, L, XL","2,777",Buy 2 Get 10% Extra Discount,"Fabric: Chiffon | Color: Emerald Green | Available Sizes: XS, S, M, L, XL | Price: INR 2,777 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-174,A-Line Chiffon Party Kurti in Royal Blue,Women Party - Kurti,Chiffon,Royal Blue,"S, M, L, XL, XXL, 3XL","1,430",Buy 2 Get 10% Extra Discount,"Fabric: Chiffon | Color: Royal Blue | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 1,430 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-175,A-Line Chiffon Party Kurti in Mustard Yellow,Women Party - Kurti,Chiffon,Mustard Yellow,Free Size (Semi-Stitched),"1,923",Buy 2 Get 10% Extra Discount,"Fabric: Chiffon | Color: Mustard Yellow | Available Sizes: Free Size (Semi-Stitched) | Price: INR 1,923 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-176,A-Line Chiffon Party Kurti in Ivory White,Women Party - Kurti,Chiffon,Ivory White,"M, L, XL, XXL","1,845",Buy 2 Get 10% Extra Discount,"Fabric: Chiffon | Color: Ivory White | Available Sizes: M, L, XL, XXL | Price: INR 1,845 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-177,A-Line Chiffon Party Kurti in Wine Burgundy,Women Party - Kurti,Chiffon,Wine Burgundy,Custom Tailored Available,"1,861",Buy 2 Get 10% Extra Discount,"Fabric: Chiffon | Color: Wine Burgundy | Available Sizes: Custom Tailored Available | Price: INR 1,861 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-178,A-Line Chiffon Party Kurti in Teal Green,Women Party - Kurti,Chiffon,Teal Green,"S, M, L, XL, XXL, 3XL","1,586",Buy 2 Get 10% Extra Discount,"Fabric: Chiffon | Color: Teal Green | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 1,586 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-179,A-Line Chiffon Party Kurti in Gold Metallic,Women Party - Kurti,Chiffon,Gold Metallic,"S, M, L, XL, XXL, 3XL","1,213",Buy 2 Get 10% Extra Discount,"Fabric: Chiffon | Color: Gold Metallic | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 1,213 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-180,A-Line Chiffon Party Kurti in Navy Blue,Women Party - Kurti,Chiffon,Navy Blue,"XS, S, M, L, XL","2,522",Buy 2 Get 10% Extra Discount,"Fabric: Chiffon | Color: Navy Blue | Available Sizes: XS, S, M, L, XL | Price: INR 2,522 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-181,Khadi Cotton Office Wear Formal Kurti in Maroon,Women Formal - Kurti,Handspun Khadi,Maroon,"M, L, XL, XXL","1,867",Buy 2 Get 10% Extra Discount,"Fabric: Handspun Khadi | Color: Maroon | Available Sizes: M, L, XL, XXL | Price: INR 1,867 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-182,Khadi Cotton Office Wear Formal Kurti in Pastel Pink,Women Formal - Kurti,Handspun Khadi,Pastel Pink,"S, M, L, XL, XXL, 3XL","1,768",Buy 2 Get 10% Extra Discount,"Fabric: Handspun Khadi | Color: Pastel Pink | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 1,768 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-183,Khadi Cotton Office Wear Formal Kurti in Emerald Green,Women Formal - Kurti,Handspun Khadi,Emerald Green,"S, M, L, XL, XXL, 3XL","1,773",Buy 2 Get 10% Extra Discount,"Fabric: Handspun Khadi | Color: Emerald Green | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 1,773 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-184,Khadi Cotton Office Wear Formal Kurti in Royal Blue,Women Formal - Kurti,Handspun Khadi,Royal Blue,Custom Tailored Available,"1,972",Buy 2 Get 10% Extra Discount,"Fabric: Handspun Khadi | Color: Royal Blue | Available Sizes: Custom Tailored Available | Price: INR 1,972 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-185,Khadi Cotton Office Wear Formal Kurti in Mustard Yellow,Women Formal - Kurti,Handspun Khadi,Mustard Yellow,"XS, S, M, L, XL","1,075",Buy 2 Get 10% Extra Discount,"Fabric: Handspun Khadi | Color: Mustard Yellow | Available Sizes: XS, S, M, L, XL | Price: INR 1,075 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-186,Khadi Cotton Office Wear Formal Kurti in Ivory White,Women Formal - Kurti,Handspun Khadi,Ivory White,Free Size (Semi-Stitched),"1,015",Buy 2 Get 10% Extra Discount,"Fabric: Handspun Khadi | Color: Ivory White | Available Sizes: Free Size (Semi-Stitched) | Price: INR 1,015 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-187,Khadi Cotton Office Wear Formal Kurti in Wine Burgundy,Women Formal - Kurti,Handspun Khadi,Wine Burgundy,Custom Tailored Available,"1,387",Buy 2 Get 10% Extra Discount,"Fabric: Handspun Khadi | Color: Wine Burgundy | Available Sizes: Custom Tailored Available | Price: INR 1,387 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-188,Khadi Cotton Office Wear Formal Kurti in Teal Green,Women Formal - Kurti,Handspun Khadi,Teal Green,"XS, S, M, L, XL","1,000",Buy 2 Get 10% Extra Discount,"Fabric: Handspun Khadi | Color: Teal Green | Available Sizes: XS, S, M, L, XL | Price: INR 1,000 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-189,Khadi Cotton Office Wear Formal Kurti in Gold Metallic,Women Formal - Kurti,Handspun Khadi,Gold Metallic,"M, L, XL, XXL","1,851",Buy 2 Get 10% Extra Discount,"Fabric: Handspun Khadi | Color: Gold Metallic | Available Sizes: M, L, XL, XXL | Price: INR 1,851 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-190,Khadi Cotton Office Wear Formal Kurti in Navy Blue,Women Formal - Kurti,Handspun Khadi,Navy Blue,"S, M, L, XL, XXL, 3XL","1,953",Buy 2 Get 10% Extra Discount,"Fabric: Handspun Khadi | Color: Navy Blue | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 1,953 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-191,Chikankari Georgette Long Kurti with Inner in Maroon,Women Ethnic - Kurti,Georgette,Maroon,"M, L, XL, XXL","2,757",Buy 2 Get 10% Extra Discount,"Fabric: Georgette | Color: Maroon | Available Sizes: M, L, XL, XXL | Price: INR 2,757 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-192,Chikankari Georgette Long Kurti with Inner in Pastel Pink,Women Ethnic - Kurti,Georgette,Pastel Pink,"XS, S, M, L, XL","3,262",Buy 2 Get 10% Extra Discount,"Fabric: Georgette | Color: Pastel Pink | Available Sizes: XS, S, M, L, XL | Price: INR 3,262 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-193,Chikankari Georgette Long Kurti with Inner in Emerald Green,Women Ethnic - Kurti,Georgette,Emerald Green,Free Size (Semi-Stitched),"1,838",Buy 2 Get 10% Extra Discount,"Fabric: Georgette | Color: Emerald Green | Available Sizes: Free Size (Semi-Stitched) | Price: INR 1,838 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-194,Chikankari Georgette Long Kurti with Inner in Royal Blue,Women Ethnic - Kurti,Georgette,Royal Blue,"XS, S, M, L, XL","3,075",Buy 2 Get 10% Extra Discount,"Fabric: Georgette | Color: Royal Blue | Available Sizes: XS, S, M, L, XL | Price: INR 3,075 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-195,Chikankari Georgette Long Kurti with Inner in Mustard Yellow,Women Ethnic - Kurti,Georgette,Mustard Yellow,Custom Tailored Available,"1,685",Buy 2 Get 10% Extra Discount,"Fabric: Georgette | Color: Mustard Yellow | Available Sizes: Custom Tailored Available | Price: INR 1,685 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-196,Chikankari Georgette Long Kurti with Inner in Ivory White,Women Ethnic - Kurti,Georgette,Ivory White,Custom Tailored Available,"2,009",Buy 2 Get 10% Extra Discount,"Fabric: Georgette | Color: Ivory White | Available Sizes: Custom Tailored Available | Price: INR 2,009 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-197,Chikankari Georgette Long Kurti with Inner in Wine Burgundy,Women Ethnic - Kurti,Georgette,Wine Burgundy,Custom Tailored Available,"3,314",Buy 2 Get 10% Extra Discount,"Fabric: Georgette | Color: Wine Burgundy | Available Sizes: Custom Tailored Available | Price: INR 3,314 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-198,Chikankari Georgette Long Kurti with Inner in Teal Green,Women Ethnic - Kurti,Georgette,Teal Green,"XS, S, M, L, XL","1,739",Buy 2 Get 10% Extra Discount,"Fabric: Georgette | Color: Teal Green | Available Sizes: XS, S, M, L, XL | Price: INR 1,739 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-199,Chikankari Georgette Long Kurti with Inner in Gold Metallic,Women Ethnic - Kurti,Georgette,Gold Metallic,Free Size (Semi-Stitched),"1,854",Buy 2 Get 10% Extra Discount,"Fabric: Georgette | Color: Gold Metallic | Available Sizes: Free Size (Semi-Stitched) | Price: INR 1,854 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-WOM-200,Chikankari Georgette Long Kurti with Inner in Navy Blue,Women Ethnic - Kurti,Georgette,Navy Blue,"M, L, XL, XXL","3,426",Buy 2 Get 10% Extra Discount,"Fabric: Georgette | Color: Navy Blue | Available Sizes: M, L, XL, XXL | Price: INR 3,426 | Offer: Buy 2 Get 10% Extra Discount | Delivery: 3-5 Business Days"
VAS-MEN-201,Royal Cream Zari Embroidered Sherwani in Maroon,Men Ethnic - Sherwani,Jacquard Silk,Maroon,"S, M, L, XL, XXL, 3XL","37,778","Free Matching Safa, Pocket Square & Stole","Fabric: Jacquard Silk | Color: Maroon | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 37,778 | Offer: Free Matching Safa, Pocket Square & Stole | Delivery: 3-5 Business Days"
VAS-MEN-202,Royal Cream Zari Embroidered Sherwani in Pastel Pink,Men Ethnic - Sherwani,Jacquard Silk,Pastel Pink,"XS, S, M, L, XL","20,574","Free Matching Safa, Pocket Square & Stole","Fabric: Jacquard Silk | Color: Pastel Pink | Available Sizes: XS, S, M, L, XL | Price: INR 20,574 | Offer: Free Matching Safa, Pocket Square & Stole | Delivery: 3-5 Business Days"
VAS-MEN-203,Royal Cream Zari Embroidered Sherwani in Emerald Green,Men Ethnic - Sherwani,Jacquard Silk,Emerald Green,"S, M, L, XL, XXL, 3XL","34,648","Free Matching Safa, Pocket Square & Stole","Fabric: Jacquard Silk | Color: Emerald Green | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 34,648 | Offer: Free Matching Safa, Pocket Square & Stole | Delivery: 3-5 Business Days"
VAS-MEN-204,Royal Cream Zari Embroidered Sherwani in Royal Blue,Men Ethnic - Sherwani,Jacquard Silk,Royal Blue,"M, L, XL, XXL","13,173","Free Matching Safa, Pocket Square & Stole","Fabric: Jacquard Silk | Color: Royal Blue | Available Sizes: M, L, XL, XXL | Price: INR 13,173 | Offer: Free Matching Safa, Pocket Square & Stole | Delivery: 3-5 Business Days"
VAS-MEN-205,Royal Cream Zari Embroidered Sherwani in Mustard Yellow,Men Ethnic - Sherwani,Jacquard Silk,Mustard Yellow,Custom Tailored Available,"20,821","Free Matching Safa, Pocket Square & Stole","Fabric: Jacquard Silk | Color: Mustard Yellow | Available Sizes: Custom Tailored Available | Price: INR 20,821 | Offer: Free Matching Safa, Pocket Square & Stole | Delivery: 3-5 Business Days"
VAS-MEN-206,Royal Cream Zari Embroidered Sherwani in Ivory White,Men Ethnic - Sherwani,Jacquard Silk,Ivory White,"S, M, L, XL, XXL, 3XL","16,977","Free Matching Safa, Pocket Square & Stole","Fabric: Jacquard Silk | Color: Ivory White | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 16,977 | Offer: Free Matching Safa, Pocket Square & Stole | Delivery: 3-5 Business Days"
VAS-MEN-207,Royal Cream Zari Embroidered Sherwani in Wine Burgundy,Men Ethnic - Sherwani,Jacquard Silk,Wine Burgundy,Custom Tailored Available,"11,824","Free Matching Safa, Pocket Square & Stole","Fabric: Jacquard Silk | Color: Wine Burgundy | Available Sizes: Custom Tailored Available | Price: INR 11,824 | Offer: Free Matching Safa, Pocket Square & Stole | Delivery: 3-5 Business Days"
VAS-MEN-208,Royal Cream Zari Embroidered Sherwani in Teal Green,Men Ethnic - Sherwani,Jacquard Silk,Teal Green,"M, L, XL, XXL","18,850","Free Matching Safa, Pocket Square & Stole","Fabric: Jacquard Silk | Color: Teal Green | Available Sizes: M, L, XL, XXL | Price: INR 18,850 | Offer: Free Matching Safa, Pocket Square & Stole | Delivery: 3-5 Business Days"
VAS-MEN-209,Royal Cream Zari Embroidered Sherwani in Gold Metallic,Men Ethnic - Sherwani,Jacquard Silk,Gold Metallic,Free Size (Semi-Stitched),"19,053","Free Matching Safa, Pocket Square & Stole","Fabric: Jacquard Silk | Color: Gold Metallic | Available Sizes: Free Size (Semi-Stitched) | Price: INR 19,053 | Offer: Free Matching Safa, Pocket Square & Stole | Delivery: 3-5 Business Days"
VAS-MEN-210,Royal Cream Zari Embroidered Sherwani in Navy Blue,Men Ethnic - Sherwani,Jacquard Silk,Navy Blue,Free Size (Semi-Stitched),"33,541","Free Matching Safa, Pocket Square & Stole","Fabric: Jacquard Silk | Color: Navy Blue | Available Sizes: Free Size (Semi-Stitched) | Price: INR 33,541 | Offer: Free Matching Safa, Pocket Square & Stole | Delivery: 3-5 Business Days"
VAS-MEN-211,Pure Silk Lucknowi Kurta Pajama Set in Maroon,Men Ethnic - Kurta Pajama,Lucknowi Cotton Silk,Maroon,"M, L, XL, XXL","3,439",Free Express Shipping Across India,"Fabric: Lucknowi Cotton Silk | Color: Maroon | Available Sizes: M, L, XL, XXL | Price: INR 3,439 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-212,Pure Silk Lucknowi Kurta Pajama Set in Pastel Pink,Men Ethnic - Kurta Pajama,Lucknowi Cotton Silk,Pastel Pink,"XS, S, M, L, XL","6,385",Free Express Shipping Across India,"Fabric: Lucknowi Cotton Silk | Color: Pastel Pink | Available Sizes: XS, S, M, L, XL | Price: INR 6,385 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-213,Pure Silk Lucknowi Kurta Pajama Set in Emerald Green,Men Ethnic - Kurta Pajama,Lucknowi Cotton Silk,Emerald Green,"XS, S, M, L, XL","5,029",Free Express Shipping Across India,"Fabric: Lucknowi Cotton Silk | Color: Emerald Green | Available Sizes: XS, S, M, L, XL | Price: INR 5,029 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
